GID_OBJET,TYPE_ANOMALIE,SEVERITE,DATE_DETECTION_parsed,DATE_HS,DELAI_JOURS,DELAI_ANNEES,MATERIAU
410015574,FUITE_SIGNAL_TR,CRITIQUE,1995-06-20,2019-02-14 00:00:00,8640.0,23.655030800821354,FTG
410014196,FUITE_SIGNAL_TR,CRITIQUE,1995-09-09,2012-10-01 00:00:00,6232.0,17.062286105407257,FTG
410032257,FUITE_SIGNAL_TR,CRITIQUE,1995-06-20,2004-01-01 00:00:00,3117.0,8.53388090349076,FTG
410030679,FUITE_SIGNAL_TR,CRITIQUE,1995-02-23,2019-03-13 00:00:00,8784.0,24.04928131416838,FTG
410015593,FUITE_SIGNAL_TR,CRITIQUE,1995-02-01,2018-10-22 00:00:00,8664.0,23.720739219712527,FTG
410030646,FUITE_SIGNAL_TR,CRITIQUE,1994-10-21,2007-09-14 13:40:41,4711.0,12.898015058179329,FTG
410032120,FUITE_SIGNAL_TR,CRITIQUE,1994-09-21,2006-09-13 09:17:04,4375.0,11.978097193702943,FTG
410027150,FUITE_SIGNAL_TR,CRITIQUE,1994-10-07,2009-01-01 00:00:00,5200.0,14.236824093086927,FTG
410027314,FUITE_SIGNAL_TR,CRITIQUE,1995-05-24,2007-06-22 14:27:19,4412.0,12.07939767282683,FTG
410026869,FUITE_SIGNAL_TR,CRITIQUE,1995-02-14,2010-08-02 15:46:11,5648.0,15.463381245722108,FTG
410107084,FUITE_SIGNAL_TR,CRITIQUE,1995-01-17,2017-03-03 00:00:00,8081.0,22.12457221081451,FTG
410022984,FUITE_SIGNAL_TR,CRITIQUE,1995-01-16,2016-03-24 00:00:00,7738.0,21.1854893908282,FTG
410897363,FUITE_SIGNAL_TR,CRITIQUE,1994-11-16,2015-07-09 00:00:00,7540.0,20.643394934976044,FTG
410897363,FUITE_SIGNAL_TR,CRITIQUE,1994-09-29,2015-07-09 00:00:00,7588.0,20.774811772758383,FTG
410009098,FUITE_SIGNAL_TR,CRITIQUE,1995-12-19,2005-06-08 15:50:53,3459.0,9.470225872689939,FTG
410003217,FUITE_SIGNAL_TR,CRITIQUE,1995-12-11,2020-12-18 00:00:00,9139.0,25.021218343600275,FTG
410006046,FUITE_SIGNAL_TR,CRITIQUE,1995-12-11,2016-04-12 00:00:00,7428.0,20.33675564681725,FTG
410812322,FUITE_SIGNAL_TR,CRITIQUE,1995-12-18,2016-10-03 00:00:00,7595.0,20.79397672826831,FTG
410004918,FUITE_SIGNAL_TR,CRITIQUE,1995-12-06,2007-11-27 14:05:39,4374.0,11.97535934291581,FTG
410024474,FUITE_SIGNAL_TR,CRITIQUE,1995-12-04,2009-02-04 14:22:51,4811.0,13.17180013689254,FT
410002431,FUITE_SIGNAL_TR,CRITIQUE,2000-01-01,2007-11-27 14:03:31,2887.0,7.904175222450377,FTG
410800336,FUITE_SIGNAL_TR,CRITIQUE,1994-05-01,2011-07-21 10:05:31,6290.0,17.22108145106092,FTG
410002468,FUITE_SIGNAL_TR,CRITIQUE,1985-01-01,2005-05-17 10:19:24,7441.0,20.372347707049965,FTG
410002319,FUITE_SIGNAL_TR,CRITIQUE,1985-01-01,2009-08-20 10:02:55,8997.0,24.632443531827516,FTG
410002354,FUITE_SIGNAL_TR,CRITIQUE,1970-05-01,2007-03-22 14:17:30,13474.0,36.889801505817935,FTG
410000296,FUITE_SIGNAL_TR,CRITIQUE,2000-01-01,2005-06-08 09:44:41,1985.0,5.434633812457221,FTG
410116208,FUITE_DETECT_TR,CRITIQUE,2020-10-26,2020-12-07 00:00:00,42.0,0.11498973305954825,FTG
410513728,FUITE_SIGNAL_TR,CRITIQUE,1996-03-13,2007-11-27 14:01:24,4276.0,11.707049965776864,FTG
410011376,FUITE_SIGNAL_TR,CRITIQUE,1996-03-26,2009-10-02 13:42:53,4938.0,13.519507186858316,FTG
410523411,FUITE_SIGNAL_TR,CRITIQUE,1996-02-23,2014-03-01 00:00:00,6581.0,18.017796030116358,FTG
410523856,FUITE_SIGNAL_TR,CRITIQUE,1996-02-29,2011-01-20 08:34:58,5439.0,14.8911704312115,FTG
410003104,FUITE_SIGNAL_TR,CRITIQUE,1996-02-29,2016-07-28 00:00:00,7455.0,20.410677618069816,FTG
410000946,FUITE_SIGNAL_TR,CRITIQUE,1996-03-01,2004-10-12 11:45:50,3147.0,8.616016427104723,FTG
410000946,FUITE_SIGNAL_TR,CRITIQUE,1996-03-01,2004-10-12 11:45:50,3147.0,8.616016427104723,FTG
410025218,FUITE_SIGNAL_TR,CRITIQUE,1996-02-26,2022-09-22 00:00:00,9705.0,26.570841889117045,FTG
410517930,FUITE_SIGNAL_TR,CRITIQUE,1996-02-24,2009-03-16 09:04:50,4769.0,13.05681040383299,FTG
410005082,FUITE_SIGNAL_TR,CRITIQUE,1996-03-06,2009-03-24 16:15:37,4766.0,13.048596851471595,FTG
410024125,FUITE_SIGNAL_TR,CRITIQUE,1996-03-09,2010-10-29 08:33:15,5347.0,14.639288158795345,FTG
410859126,FUITE_SIGNAL_TR,CRITIQUE,1996-02-22,2021-05-05 00:00:00,9204.0,25.19917864476386,FT
410004500,FUITE_SIGNAL_TR,CRITIQUE,1996-02-23,2008-11-10 09:04:36,4644.0,12.714579055441478,FTG
410006292,FUITE_SIGNAL_TR,CRITIQUE,1996-02-24,2019-11-07 00:00:00,8657.0,23.701574264202602,FTG
410001844,FUITE_SIGNAL_TR,CRITIQUE,1996-02-19,2004-11-19 09:07:52,3196.0,8.750171115674195,FTG
410026610,FUITE_SIGNAL_TR,CRITIQUE,1996-02-23,2011-01-31 09:37:32,5456.0,14.937713894592745,FTG
410832969,FUITE_SIGNAL_TR,CRITIQUE,1996-02-20,2017-10-18 00:00:00,7911.0,21.659137577002053,FTG
410004533,FUITE_SIGNAL_TR,CRITIQUE,1996-05-23,2006-03-03 15:48:25,3571.0,9.776865160848734,FTG
410015679,FUITE_SIGNAL_TR,CRITIQUE,1996-06-12,2006-02-27 10:41:22,3547.0,9.711156741957563,FTG
410012523,FUITE_SIGNAL_TR,CRITIQUE,1996-05-29,2007-11-13 08:22:20,4185.0,11.457905544147843,FTG
410811235,FUITE_SIGNAL_TR,CRITIQUE,1996-02-24,2015-09-17 00:00:00,7145.0,19.561943874058862,FTG
410803267,FUITE_SIGNAL_TR,CRITIQUE,1996-02-18,2016-11-08 00:00:00,7569.0,20.722792607802873,FTG
410030462,FUITE_SIGNAL_TR,CRITIQUE,1996-02-18,2021-05-06 00:00:00,9209.0,25.21286789869952,FTG
410015820,FUITE_SIGNAL_TR,CRITIQUE,1996-05-03,2004-01-01 00:00:00,2799.0,7.663244353182751,FT
410138843,FUITE_SIGNAL_TR,CRITIQUE,1996-03-22,2009-06-02 11:00:33,4820.0,13.196440793976729,FTG
410138841,FUITE_SIGNAL_TR,CRITIQUE,1996-03-22,2004-01-01 00:00:00,2841.0,7.7782340862423,FTG
410930573,FUITE_SIGNAL_TR,CRITIQUE,1996-04-18,2022-10-06 00:00:00,9667.0,26.466803559206024,FTG
410001003,FUITE_SIGNAL_TR,CRITIQUE,1996-04-18,2004-07-22 14:44:05,3017.0,8.260095824777549,FTG
410016972,FUITE_SIGNAL_TR,CRITIQUE,1996-04-09,2009-06-02 11:02:37,4802.0,13.14715947980835,FTG
410138841,FUITE_SIGNAL_TR,CRITIQUE,1996-04-09,2004-01-01 00:00:00,2823.0,7.728952772073922,FTG
410005890,FUITE_SIGNAL_TR,CRITIQUE,1996-04-25,2007-09-19 12:53:04,4164.0,11.40041067761807,FTG
410849566,FUITE_SIGNAL_TR,CRITIQUE,1996-05-23,2020-11-26 00:00:00,8953.0,24.511978097193705,FTG
410952755,FUITE_SIGNAL_TR,CRITIQUE,1996-05-20,2024-04-08 00:00:00,10185.0,27.88501026694045,FTG
410030642,FUITE_SIGNAL_TR,CRITIQUE,1996-05-28,2012-08-01 00:00:00,5909.0,16.177960301163587,FTG
410030127,FUITE_SIGNAL_TR,CRITIQUE,1996-05-21,2009-09-30 16:03:10,4880.0,13.360711841204655,FTG
410043296,FUITE_SIGNAL_TR,CRITIQUE,1996-02-21,2011-12-14 11:14:41,5775.0,15.811088295687885,ACIE
410509246,FUITE_SIGNAL_TR,CRITIQUE,1996-04-09,2006-05-03 14:29:13,3676.0,10.064339493497604,FTG
410509756,FUITE_SIGNAL_TR,CRITIQUE,1996-04-19,2006-06-22 07:55:44,3716.0,10.173853524982889,FTG
410015343,FUITE_SIGNAL_TR,CRITIQUE,1996-07-18,2005-04-25 13:56:00,3203.0,8.76933607118412,FTG
410046454,FUITE_SIGNAL_TR,CRITIQUE,1996-06-26,2011-04-27 13:48:36,5418.0,14.833675564681725,FTG
410011448,FUITE_SIGNAL_TR,CRITIQUE,1996-06-27,2009-11-20 09:26:14,4894.0,13.399041752224504,FTG
410022031,FUITE_SIGNAL_TR,CRITIQUE,1996-06-27,2016-03-15 00:00:00,7201.0,19.71526351813826,FTG
410001938,FUITE_SIGNAL_TR,CRITIQUE,1996-07-14,2022-04-12 00:00:00,9403.0,25.744010951403148,FTG
410000100,FUITE_SIGNAL_TR,CRITIQUE,1986-10-01,2008-07-09 16:19:18,7952.0,21.77138945927447,FTG
410000769,FUITE_SIGNAL_TR,CRITIQUE,1992-08-01,2008-07-09 16:19:20,5821.0,15.937029431895962,POLY
410000151,FUITE_SIGNAL_TR,CRITIQUE,1977-08-01,2006-04-27 11:09:05,10496.0,28.736481861738536,FTG
410000151,FUITE_SIGNAL_TR,CRITIQUE,1976-10-01,2006-04-27 11:09:05,10800.0,29.568788501026695,FTG
410000142,FUITE_SIGNAL_TR,CRITIQUE,1977-12-01,2006-06-07 14:26:30,10415.0,28.514715947980836,FTG
410000148,FUITE_SIGNAL_TR,CRITIQUE,1986-02-01,2006-06-07 14:09:27,7431.0,20.344969199178646,FTG
410000149,FUITE_SIGNAL_TR,CRITIQUE,1995-01-01,2006-06-07 14:09:27,4175.0,11.430527036276523,FTG
410000733,FUITE_SIGNAL_TR,CRITIQUE,1990-07-01,2006-06-07 14:09:28,5820.0,15.93429158110883,FTG
410000244,FUITE_SIGNAL_TR,CRITIQUE,1985-08-01,2007-06-13 11:08:42,7986.0,21.864476386036962,FTG
410000856,FUITE_SIGNAL_TR,CRITIQUE,1989-03-01,2007-08-03 11:23:52,6729.0,18.42299794661191,FTG
410000169,FUITE_SIGNAL_TR,CRITIQUE,1993-01-01,2009-10-27 08:34:57,6143.0,16.8186173853525,FTG
410000198,FUITE_SIGNAL_TR,CRITIQUE,1978-01-01,2019-05-22 00:00:00,15116.0,41.385352498288846,FT
410834292,FUITE_SIGNAL_TR,CRITIQUE,1978-08-01,2019-05-22 00:00:00,14904.0,40.80492813141684,FT
410831247,FUITE_SIGNAL_TR,CRITIQUE,1990-08-01,2018-11-22 00:00:00,10340.0,28.309377138945926,FT
410002387,FUITE_SIGNAL_TR,CRITIQUE,1981-06-01,2016-03-08 00:00:00,12699.0,34.76796714579056,FTG
410002425,FUITE_SIGNAL_TR,CRITIQUE,1993-10-01,2011-09-09 10:24:41,6552.0,17.93839835728953,FTG
410002429,FUITE_SIGNAL_TR,CRITIQUE,1977-10-01,2018-07-28 00:00:00,14910.0,40.82135523613963,FT
410002428,FUITE_SIGNAL_TR,CRITIQUE,1979-12-01,2018-07-28 00:00:00,14119.0,38.65571526351814,FT
410520254,FUITE_SIGNAL_TR,CRITIQUE,2000-01-01,2011-10-18 11:35:38,4308.0,11.794661190965092,FTG
410002415,FUITE_SIGNAL_TR,CRITIQUE,1991-01-01,2011-09-09 10:24:41,7556.0,20.687200547570157,FTG
410002414,FUITE_SIGNAL_TR,CRITIQUE,1988-01-01,2011-09-09 10:24:40,8652.0,23.68788501026694,FTG
410002408,FUITE_SIGNAL_TR,CRITIQUE,1980-02-01,2011-09-09 10:24:39,11543.0,31.603011635865844,FTG
410002416,FUITE_SIGNAL_TR,CRITIQUE,1973-10-01,2011-10-28 13:27:41,13906.0,38.072553045859,FTG
410022095,FUITE_SIGNAL_TR,CRITIQUE,1988-01-01,2011-11-07 16:02:42,8711.0,23.849418206707735,FT
410000991,FUITE_SIGNAL_TR,CRITIQUE,2000-01-01,2005-04-07 16:15:27,1923.0,5.2648870636550305,FTG
410000985,FUITE_SIGNAL_TR,CRITIQUE,1988-03-01,2005-04-07 15:22:34,6246.0,17.100616016427104,FTG
410000987,FUITE_SIGNAL_TR,CRITIQUE,2000-01-01,2005-04-07 15:22:14,1923.0,5.2648870636550305,FTG
410000984,FUITE_SIGNAL_TR,CRITIQUE,1985-01-01,2005-04-07 15:17:54,7401.0,20.262833675564682,FTG
410022322,FUITE_SIGNAL_TR,CRITIQUE,2020-09-11,2021-07-08 00:00:00,300.0,0.8213552361396304,FTG
410001052,FUITE_SIGNAL_TR,CRITIQUE,1963-05-01,2004-12-20 12:10:09,15209.0,41.63997262149213,FTG
410001052,FUITE_SIGNAL_TR,CRITIQUE,1980-05-01,2004-12-20 12:10:09,8999.0,24.637919233401778,FTG
410001844,FUITE_SIGNAL_TR,CRITIQUE,1981-12-01,2004-11-19 09:07:52,8389.0,22.967830253251197,FTG
410001847,FUITE_SIGNAL_TR,CRITIQUE,1979-08-01,2004-10-26 15:25:37,9218.0,25.23750855578371,FTG
410001787,FUITE_SIGNAL_TR,CRITIQUE,1990-12-01,2004-11-08 11:12:50,5091.0,13.938398357289527,FTG
410001793,FUITE_SIGNAL_TR,CRITIQUE,1989-01-01,2004-12-13 16:06:50,5825.0,15.94798083504449,FTG
410001479,FUITE_SIGNAL_TR,CRITIQUE,1975-11-01,2005-01-01 00:00:00,10654.0,29.169062286105408,FTG
410505905,FUITE_SIGNAL_TR,CRITIQUE,1986-03-01,2005-01-01 00:00:00,6881.0,18.83915126625599,FTG
410001059,FUITE_SIGNAL_TR,CRITIQUE,1983-07-01,2005-01-01 00:00:00,7855.0,21.505817932922657,FTG
410001082,FUITE_SIGNAL_TR,CRITIQUE,1980-06-01,2011-02-10 09:37:22,11211.0,30.694045174537987,POLY
410001099,FUITE_SIGNAL_TR,CRITIQUE,1987-01-01,2005-01-01 00:00:00,6575.0,18.001368925393567,FTG
410508200,FUITE_SIGNAL_TR,CRITIQUE,1981-12-01,2005-01-01 00:00:00,8432.0,23.085557837097877,FTG
410508199,FUITE_SIGNAL_TR,CRITIQUE,1988-06-01,2011-04-13 13:33:38,8351.0,22.863791923340177,FTG
410001872,FUITE_SIGNAL_TR,CRITIQUE,1991-12-01,2019-06-04 00:00:00,10047.0,27.50718685831622,FT
410961930,FUITE_SIGNAL_TR,CRITIQUE,2000-01-01,2022-06-07 00:00:00,8193.0,22.431211498973305,FTG
410001983,FUITE_SIGNAL_TR,CRITIQUE,2000-01-01,2005-10-13 11:00:42,2112.0,5.782340862422998,FTG
410001714,FUITE_SIGNAL_TR,CRITIQUE,1987-08-01,2011-09-22 09:11:55,8818.0,24.142368240930868,FTG
410001713,FUITE_SIGNAL_TR,CRITIQUE,1993-10-01,2011-09-22 09:11:55,6565.0,17.973990417522245,FTG
